Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-84388500,Apartment,7,3599,10.39,3,27-11-2022,24.46,59.45,0.0,16.0,0,0,1,227.43,0.93,29.15 kWh,63.71 kWh,34.11 kWh,22.42 kWh
IN-KL-ELC-48850828,Apartment,7,2119,7.16,12,24-05-2023,30.01,78.84,0.0,2.0,2,0,0,260.0,0.79,52.50 kWh,100.00 kWh,55.14 kWh,31.82 kWh
IN-KL-ELC-71381782,Commercial,7,613,2.35,3,09-12-2023,22.4,68.15,0.0,3.0,3,0,1,232.3,0.78,-16.20 kWh,41.88 kWh,21.80 kWh,14.32 kWh
IN-KL-ELC-11244260,Commercial,2,2754,14.34,18,22-11-2023,22.25,50.65,0.0,6.0,4,0,0,235.62,0.65,36.09 kWh,171.72 kWh,106.32 kWh,53.62 kWh
IN-KL-ELC-43747040,Apartment,4,1298,3.27,15,15-02-2023,,67.13,0.0,13.0,2,0,1,245.4,0.75,26.32 kWh,49.61 kWh,31.71 kWh,14.57 kWh
IN-KL-ELC-01741448,Independent House,5,4548,12.92,3,04-06-2022,30.07,92.25,4.9,17.0,1,1,0,224.0,0.69,38.73 kWh,155.96 kWh,85.23 kWh,44.82 kWh
IN-KL-ELC-00109103,Commercial,1,3277,9.21,13,15-11-2022,28.51,49.99,0.0,10.0,1,1,0,229.08,0.7,10.34 kWh,105.12 kWh,66.34 kWh,29.70 kWh
IN-KL-ELC-20901070,Apartment,1,822,1.5,15,27-12-2023,26.51,57.64,0.0,18.0,3,0,1,232.85,0.83,6.70 kWh,59.78 kWh,34.65 kWh,20.75 kWh
IN-KL-ELC-88213938,Independent House,8,4828,13.21,15,16-03-2022,32.38,73.33,0.0,10.0,0,0,0,226.55,0.93,11.28 kWh,19.08 kWh,9.85 kWh,5.64 kWh
IN-KL-ELC-66984430,Apartment,7,1535,4.87,19,23-03-2023,31.27,57.0,5.46,19.0,0,0,0,223.78,0.78,55.18 kWh,146.23 kWh,83.60 kWh,41.06 kWh
IN-KL-ELC-67894958,Villa,2,1635,5.16,16,04-05-2022,29.2,78.13,0.0,16.0,2,0,0,242.53,0.74,12.56 kWh,30.64 kWh,17.22 kWh,10.10 kWh
IN-KL-ELC-09434580,Independent House,3,2713,9.98,17,26-12-2022,23.58,64.36,0.0,16.0,2,0,1,226.34,0.74,12.57 kWh,,17.51 kWh,10.58 kWh
IN-KL-ELC-82733946,Independent House,2,2411,7.73,17,30-06-2022,24.1,86.02,3.29,6.0,2,0,0,218.41,0.76,20.03 kWh,37.91 kWh,25.39 kWh,10.32 kWh
IN-KL-ELC-93089320,Independent House,4,1348,8.88,19,13-08-2023,27.16,76.25,5.48,7.0,4,0,0,229.96,0.68,50.21 kWh,163.74 kWh,100.34 kWh,53.54 kWh
IN-KL-ELC-69788757,Commercial,7,2014,5.4,14,29-11-2023,23.25,67.16,0.0,17.0,1,1,0,227.75,0.72,34.96 kWh,78.68 kWh,43.32 kWh,27.32 kWh
IN-KL-ELC-47266836,Commercial,3,4193,15.0,4,06-06-2023,24.02,84.42,0.0,8.0,3,0,1,225.95,0.86,21.75 kWh,18.11 kWh,11.39 kWh,5.30 kWh
IN-KL-ELC-17658217,Villa,5,575,14.3,4,31-10-2023,22.97,55.83,0.0,21.0,4,0,0,224.65,0.7,57.94 kWh,200.00 kWh,117.37 kWh,53.28 kWh
IN-KL-ELC-38306918,Apartment,3,1665,5.74,18,28-05-2022,30.31,77.84,0.0,6.0,1,1,1,237.33,0.84,14.65 kWh,88.10 kWh,51.16 kWh,31.84 kWh
IN-KL-ELC-19912596,Villa,2,4653,15.0,16,28-01-2023,22.28,59.61,3.66,4.0,1,1,0,234.19,0.67,19.97 kWh,167.82 kWh,87.86 kWh,47.56 kWh
IN-KL-ELC-02672232,Commercial,4,661,4.02,9,05-09-2022,26.72,92.92,1.05,10.0,1,1,0,235.07,0.84,30.58 kWh,30.05 kWh,18.07 kWh,9.64 kWh
IN-KL-ELC-16938661,Commercial,4,4933,15.0,7,19-12-2023,24.48,60.88,0.0,17.0,0,0,1,222.89,0.95,18.65 kWh,30.81 kWh,17.52 kWh,11.72 kWh
IN-KL-ELC-81880725,Independent House,8,3690,11.25,17,20-12-2022,25.28,64.76,0.0,16.0,4,0,1,235.18,0.72,,169.08 kWh,97.20 kWh,42.70 kWh
IN-KL-ELC-35958778,Villa,7,2457,6.47,15,10-12-2022,26.93,61.27,0.0,12.0,1,1,0,223.79,0.81,11.13 kWh,95.87 kWh,50.17 kWh,34.79 kWh
IN-KL-ELC-46189578,Commercial,6,2413,6.89,12,24-05-2023,28.51,78.65,0.0,16.0,1,1,1,237.8,0.7,19.13 kWh,64.01 kWh,36.41 kWh,15.60 kWh
IN-KL-ELC-73812853,Apartment,8,1533,5.62,16,22-05-2023,29.5,79.33,0.0,4.0,1,1,1,215.66,0.84,18.43 kWh,87.54 kWh,46.77 kWh,25.22 kWh
IN-KL-ELC-21298855,Apartment,2,2631,7.57,1,19-06-2022,26.58,87.4,0.0,16.0,3,0,1,224.34,0.82,-9.72 kWh,39.26 kWh,23.69 kWh,10.48 kWh
IN-KL-ELC-08800607,Independent House,1,2349,8.85,9,04-02-2022,29.13,46.75,0.0,18.0,3,0,1,228.05,0.84,-16.51 kWh,49.44 kWh,25.10 kWh,17.41 kWh
IN-KL-ELC-77366204,Villa,2,1848,5.96,2,29-09-2023,24.54,75.22,0.0,21.0,1,1,0,217.72,0.73,29.17 kWh,50.07 kWh,27.61 kWh,15.38 kWh
IN-KL-ELC-27381509,Independent House,4,1227,2.98,14,31-10-2022,28.06,56.13,0.0,11.0,0,0,0,235.02,0.86,49.51 kWh,100.45 kWh,55.74 kWh,28.60 kWh
IN-KL-ELC-58039677,Villa,3,3155,12.54,11,07-07-2022,26.36,93.43,0.0,12.0,4,0,1,236.01,0.77,39.34 kWh,186.71 kWh,109.45 kWh,48.76 kWh
IN-KL-ELC-48817742,Independent House,3,3098,8.67,17,14-06-2023,28.08,83.61,0.0,25.0,2,0,0,246.1,0.8,19.49 kWh,58.29 kWh,32.15 kWh,17.11 kWh
IN-KL-ELC-71362142,Independent House,5,4053,13.2,6,19-04-2022,37.45,66.5,0.0,6.0,2,0,1,240.13,0.83,50.69 kWh,100.00 kWh,52.95 kWh,28.88 kWh
IN-KL-ELC-82555254,Independent House,1,518,3.57,15,25-04-2022,32.1,72.08,0.0,17.0,3,0,1,233.16,0.88,-5.39 kWh,20.55 kWh,12.04 kWh,4.81 kWh
IN-KL-ELC-57821848,Apartment,6,4732,12.84,15,19-07-2023,29.96,80.32,5.9,4.0,0,0,1,228.64,0.84,-48.38 kWh,2.26 kWh,1.42 kWh,0.59 kWh
IN-KL-ELC-02320053,Independent House,7,3809,11.84,11,20-05-2022,30.86,73.25,7.02,4.0,2,0,0,234.08,0.78,12.02 kWh,28.56 kWh,16.94 kWh,6.60 kWh
IN-KL-ELC-99013235,Independent House,8,1244,10.12,15,14-04-2023,33.75,63.24,6.09,2.0,4,0,1,221.85,0.74,53.61 kWh,200.00 kWh,122.84 kWh,51.19 kWh
IN-KL-ELC-01648483,Apartment,2,697,1.5,15,09-11-2023,27.78,60.9,0.0,16.0,2,0,1,245.74,0.82,54.11 kWh,100.00 kWh,54.66 kWh,38.71 kWh
IN-KL-ELC-79110216,Independent House,2,3194,10.62,1,09-02-2022,22.5,69.43,0.0,3.0,0,0,0,233.74,0.8,49.16 kWh,59.46 kWh,30.58 kWh,21.99 kWh
IN-KL-ELC-67597937,Apartment,1,738,4.79,15,16-07-2023,24.21,82.13,5.24,1.0,2,0,1,213.53,0.85,48.60 kWh,100.00 kWh,60.26 kWh,26.18 kWh
IN-KL-ELC-11546081,Independent House,5,2476,8.82,16,16-02-2023,26.44,57.27,1.28,18.0,0,0,0,222.66,0.79,57.64 kWh,65.91 kWh,33.95 kWh,24.05 kWh
IN-KL-ELC-40910172,Commercial,7,4372,13.24,2,11-10-2022,26.75,61.24,0.0,17.0,0,0,0,236.39,0.88,10.57 kWh,21.29 kWh,12.15 kWh,6.45 kWh
IN-KL-ELC-61065010,Villa,8,4472,12.85,7,14-09-2023,31.67,87.97,0.0,5.0,3,0,1,233.69,0.93,5.77 kWh,23.89 kWh,14.45 kWh,7.30 kWh
IN-KL-ELC-99482688,Independent House,8,2805,7.97,15,05-06-2022,30.78,77.11,0.0,23.0,2,0,0,232.55,0.82,,70.80 kWh,39.72 kWh,19.00 kWh
IN-KL-ELC-10869016,Villa,7,731,2.47,10,22-05-2022,28.28,59.21,0.0,7.0,2,0,1,212.24,0.83,22.92 kWh,62.25 kWh,39.91 kWh,17.81 kWh
IN-KL-ELC-29859174,Commercial,3,1782,5.78,16,28-01-2023,26.53,57.29,0.0,11.0,0,0,0,223.96,0.74,12.30 kWh,25.15 kWh,15.46 kWh,7.80 kWh
IN-KL-ELC-81052418,Villa,8,772,3.8,17,12-08-2023,31.23,78.41,7.49,6.0,0,0,1,224.21,0.77,26.81 kWh,38.99 kWh,21.02 kWh,14.07 kWh
IN-KL-ELC-59285715,Independent House,4,4689,14.11,11,12-10-2023,29.01,62.66,0.0,15.0,4,0,0,234.13,0.76,36.32 kWh,114.22 kWh,66.84 kWh,30.76 kWh
IN-KL-ELC-59775099,Independent House,2,4815,15.0,7,20-01-2023,23.87,45.97,0.0,15.0,3,0,1,231.03,0.86,-6.29 kWh,60.56 kWh,36.63 kWh,18.82 kWh
IN-KL-ELC-59722448,Apartment,2,888,2.05,12,12-05-2023,30.04,78.67,3.96,15.0,2,0,0,246.86,0.69,28.69 kWh,82.26 kWh,55.88 kWh,22.10 kWh
IN-KL-ELC-56881417,Apartment,2,3912,12.32,3,07-06-2023,26.52,90.53,6.4,18.0,1,1,0,212.07,0.74,34.66 kWh,172.30 kWh,108.11 kWh,53.99 kWh
IN-KL-ELC-09374279,Commercial,2,817,2.56,14,20-12-2023,29.33,62.49,0.0,10.0,1,1,0,222.73,0.68,34.69 kWh,33.96 kWh,16.95 kWh,12.28 kWh
IN-KL-ELC-34470365,Independent House,4,1339,5.73,1,09-11-2023,27.01,59.7,0.0,15.0,3,0,1,233.11,0.77,-29.92 kWh,6.88 kWh,3.99 kWh,2.55 kWh
IN-KL-ELC-63342075,Independent House,7,1324,6.27,4,20-02-2022,25.78,49.2,2.29,15.0,1,1,0,232.59,0.71,20.71 kWh,93.29 kWh,47.92 kWh,30.66 kWh
IN-KL-ELC-65797354,Apartment,7,1889,6.91,14,13-12-2023,24.61,48.72,1.17,11.0,1,1,0,229.8,0.74,25.78 kWh,110.25 kWh,59.44 kWh,35.71 kWh
IN-KL-ELC-05933496,Villa,2,651,2.41,3,09-05-2023,37.06,55.27,0.0,23.0,1,1,0,236.0,0.74,41.82 kWh,21.04 kWh,11.61 kWh,6.54 kWh
IN-KL-ELC-29009512,Villa,5,4237,11.62,9,30-11-2023,30.3,53.52,0.0,22.0,0,0,0,230.75,0.83,53.53 kWh,78.61 kWh,43.82 kWh,28.50 kWh
IN-KL-ELC-13284073,Commercial,5,4419,10.21,4,02-11-2023,22.0,60.76,0.0,6.0,1,1,0,230.03,0.71,34.76 kWh,88.15 kWh,49.02 kWh,31.62 kWh
IN-KL-ELC-88331494,Commercial,6,4386,14.39,6,20-10-2023,24.87,64.23,0.0,5.0,1,1,0,235.02,0.79,36.56 kWh,180.48 kWh,97.72 kWh,69.40 kWh
IN-KL-ELC-50965415,Commercial,8,4833,14.06,4,12-11-2022,26.34,64.72,0.0,25.0,1,1,0,223.18,0.82,12.66 kWh,160.40 kWh,99.20 kWh,44.55 kWh
IN-KL-ELC-79102436,Villa,2,3376,10.59,9,10-10-2022,22.9,62.86,0.0,9.0,1,1,0,218.57,0.71,40.30 kWh,108.17 kWh,62.21 kWh,34.66 kWh
IN-KL-ELC-57732799,Independent House,3,598,2.15,17,29-12-2023,27.55,52.04,0.51,20.0,2,0,0,230.04,0.74,11.32 kWh,29.25 kWh,17.16 kWh,8.14 kWh
IN-KL-ELC-36075711,Villa,5,574,1.5,12,08-06-2023,31.79,80.37,0.0,18.0,0,0,0,224.54,0.82,11.99 kWh,20.74 kWh,10.50 kWh,7.12 kWh
IN-KL-ELC-87284222,Villa,1,487,2.79,13,15-12-2023,24.27,67.08,0.0,7.0,2,0,0,223.87,0.68,27.19 kWh,72.42 kWh,37.08 kWh,22.23 kWh
IN-KL-ELC-94015781,Apartment,4,4835,14.61,5,10-09-2022,25.15,85.3,3.07,8.0,0,0,1,221.54,0.86,-32.83 kWh,1.91 kWh,1.27 kWh,0.52 kWh
IN-KL-ELC-62242164,Commercial,1,3849,11.19,12,03-08-2023,27.52,93.2,0.0,25.0,1,1,0,226.35,0.74,8.03 kWh,96.72 kWh,60.71 kWh,24.65 kWh
IN-KL-ELC-24510341,Villa,7,4263,9.86,17,16-08-2022,26.39,81.07,0.0,3.0,4,0,0,226.59,0.67,48.27 kWh,200.00 kWh,106.74 kWh,76.02 kWh
IN-KL-ELC-51844408,Independent House,3,2101,7.0,18,19-05-2023,36.67,64.82,0.0,24.0,0,0,0,224.14,0.9,32.50 kWh,53.66 kWh,30.46 kWh,16.23 kWh
IN-KL-ELC-12146184,Villa,8,552,1.5,17,30-03-2022,30.45,72.69,0.0,24.0,1,1,0,218.95,0.73,12.10 kWh,11.64 kWh,6.72 kWh,4.25 kWh
IN-KL-ELC-53518802,Independent House,4,563,1.5,12,22-01-2023,23.18,65.36,0.0,7.0,2,0,1,248.13,0.85,,100.00 kWh,59.85 kWh,24.16 kWh
IN-KL-ELC-70657894,Independent House,3,1732,5.64,5,01-04-2023,28.88,61.16,3.75,19.0,1,1,0,220.61,0.73,32.46 kWh,54.34 kWh,33.69 kWh,17.29 kWh
IN-KL-ELC-82649048,Apartment,1,3582,10.08,2,26-02-2023,26.49,48.95,6.51,1.0,0,0,0,226.36,0.8,7.34 kWh,14.14 kWh,8.32 kWh,3.64 kWh
IN-KL-ELC-11286964,Apartment,4,4609,14.68,15,12-06-2022,26.02,84.14,0.0,4.0,2,0,1,207.65,0.75,27.93 kWh,66.83 kWh,39.41 kWh,20.32 kWh
IN-KL-ELC-83469184,Independent House,1,4837,13.24,14,18-01-2023,27.85,50.53,0.0,23.0,2,0,0,224.12,0.74,53.51 kWh,100.00 kWh,53.53 kWh,32.66 kWh
IN-KL-ELC-10134189,Commercial,2,1490,5.24,19,12-03-2022,33.67,62.63,0.0,23.0,1,1,1,218.69,0.73,13.88 kWh,46.53 kWh,28.43 kWh,15.04 kWh
IN-KL-ELC-53876573,Apartment,1,2528,7.71,11,04-12-2022,28.97,61.03,0.0,2.0,2,0,1,231.79,0.86,17.84 kWh,29.50 kWh,16.62 kWh,11.19 kWh
IN-KL-ELC-11707460,Commercial,7,2711,11.17,3,04-12-2022,29.43,47.99,0.0,4.0,1,1,0,225.11,0.74,32.84 kWh,158.12 kWh,99.46 kWh,38.83 kWh
IN-KL-ELC-32254832,Villa,3,3846,12.34,12,15-09-2022,27.99,82.63,0.0,6.0,0,0,1,225.7,0.94,55.68 kWh,85.52 kWh,47.62 kWh,32.37 kWh
IN-KL-ELC-53608682,Apartment,8,4264,10.86,3,25-08-2023,30.01,75.57,5.0,1.0,1,1,0,230.88,0.74,23.25 kWh,107.45 kWh,64.53 kWh,29.71 kWh
IN-KL-ELC-81428039,Apartment,6,2302,5.53,12,18-05-2023,36.75,73.53,0.0,1.0,0,0,0,233.36,0.97,36.73 kWh,86.12 kWh,47.35 kWh,34.25 kWh
IN-KL-ELC-90107587,Independent House,1,4470,14.24,16,26-12-2023,28.28,59.69,5.48,8.0,2,0,0,231.89,0.66,46.14 kWh,100.00 kWh,54.00 kWh,27.05 kWh
IN-KL-ELC-37396843,Villa,4,2515,7.92,3,13-06-2023,25.35,88.97,7.53,25.0,0,0,0,227.63,0.98,7.45 kWh,13.98 kWh,7.02 kWh,4.80 kWh
IN-KL-ELC-07390827,Commercial,7,1701,6.1,2,23-12-2022,25.07,56.53,0.0,18.0,1,1,0,215.77,0.83,34.46 kWh,95.08 kWh,57.24 kWh,25.59 kWh
IN-KL-ELC-82668879,Villa,7,2553,8.24,18,12-11-2022,26.19,49.09,0.0,18.0,3,0,1,217.44,0.84,-28.87 kWh,29.20 kWh,16.92 kWh,10.55 kWh
IN-KL-ELC-76739684,Commercial,3,2459,7.3,3,07-07-2022,30.74,77.73,7.93,24.0,1,1,1,228.46,0.75,37.02 kWh,91.59 kWh,57.96 kWh,25.40 kWh
IN-KL-ELC-00769598,Apartment,7,4578,15.0,7,18-02-2022,28.94,48.26,0.0,12.0,0,0,0,222.0,0.97,49.45 kWh,91.10 kWh,52.15 kWh,27.33 kWh
IN-KL-ELC-77055176,Independent House,6,3353,12.26,11,10-03-2022,37.89,72.77,0.0,17.0,2,0,0,233.19,0.66,18.75 kWh,53.95 kWh,30.35 kWh,13.02 kWh
IN-KL-ELC-43440658,Commercial,6,679,3.74,7,20-08-2023,24.83,82.8,0.0,6.0,0,0,1,228.0,0.8,-23.40 kWh,1.43 kWh,0.78 kWh,0.38 kWh
IN-KL-ELC-97169328,Villa,6,952,4.6,7,02-10-2023,29.06,50.59,3.78,15.0,0,0,0,233.73,0.8,41.17 kWh,71.77 kWh,39.71 kWh,18.39 kWh
IN-KL-ELC-90838394,Independent House,2,3837,14.39,6,05-04-2022,37.28,57.39,0.0,6.0,0,0,1,231.89,0.78,-44.12 kWh,2.13 kWh,1.07 kWh,0.68 kWh
IN-KL-ELC-32826897,Independent House,6,2903,7.78,13,21-07-2022,30.57,83.92,6.27,2.0,1,1,0,222.52,0.8,39.02 kWh,68.86 kWh,35.39 kWh,23.77 kWh
IN-KL-ELC-38965695,Apartment,8,3066,9.63,18,07-09-2023,29.43,93.63,5.32,2.0,0,0,0,228.0,0.81,15.97 kWh,19.58 kWh,9.35 kWh,6.37 kWh
IN-KL-ELC-12972481,Commercial,4,4964,13.87,7,28-06-2023,29.8,78.3,0.0,20.0,1,0,1,225.64,0.73,35.00 kWh,206.59 kWh,120.58 kWh,64.36 kWh
IN-KL-ELC-13481303,Apartment,1,3878,10.97,17,24-01-2022,24.77,53.39,0.0,10.0,2,0,0,236.82,0.82,53.35 kWh,100.00 kWh,57.15 kWh,36.50 kWh
IN-KL-ELC-63203558,Independent House,5,2066,6.17,13,20-09-2022,32.07,80.64,0.0,6.0,0,0,0,239.79,0.94,32.04 kWh,75.97 kWh,43.64 kWh,20.50 kWh
IN-KL-ELC-21367820,Apartment,4,4943,15.0,2,18-02-2023,28.26,53.47,0.0,2.0,3,0,1,233.93,0.78,14.80 kWh,7.25 kWh,3.63 kWh,2.36 kWh
IN-KL-ELC-28252644,Villa,4,526,1.5,17,28-02-2022,26.39,45.9,0.0,10.0,1,1,0,225.63,0.69,5.04 kWh,23.32 kWh,13.77 kWh,7.87 kWh
IN-KL-ELC-20652131,Villa,7,417,14.7,1,07-03-2023,32.55,77.79,7.33,9.0,4,0,1,230.92,0.72,52.69 kWh,200.00 kWh,111.40 kWh,57.03 kWh
IN-KL-ELC-95875021,Apartment,6,3347,10.93,7,27-11-2022,22.31,60.77,0.0,14.0,0,0,0,236.64,0.99,39.37 kWh,61.94 kWh,33.28 kWh,21.78 kWh
IN-KL-ELC-95038171,Commercial,1,3386,10.95,14,03-01-2022,29.86,51.96,0.0,1.0,2,0,0,217.77,0.84,43.77 kWh,100.00 kWh,64.37 kWh,29.80 kWh
IN-KL-ELC-60972984,Commercial,2,460,1.5,1,23-11-2022,28.1,60.15,0.0,8.0,0,0,0,233.49,0.8,55.05 kWh,91.58 kWh,58.57 kWh,24.99 kWh
IN-KL-ELC-84591386,Commercial,7,1739,8.42,12,19-04-2022,35.22,73.35,0.0,24.0,2,0,1,223.09,0.8,30.35 kWh,48.24 kWh,27.92 kWh,14.70 kWh
IN-KL-ELC-63802370,Commercial,4,4304,13.13,9,21-08-2022,29.96,93.27,4.5,7.0,3,0,1,226.5,0.87,-6.94 kWh,51.90 kWh,33.37 kWh,15.48 kWh
IN-KL-ELC-23264507,Commercial,6,1397,9.18,7,17-12-2023,28.58,50.18,4.88,22.0,4,0,0,229.02,0.65,28.92 kWh,89.10 kWh,53.13 kWh,22.25 kWh
IN-KL-ELC-94308589,Commercial,3,3488,12.31,11,03-09-2023,27.85,89.85,7.75,5.0,0,0,0,229.38,0.86,50.75 kWh,69.91 kWh,37.57 kWh,25.08 kWh
IN-KL-ELC-85569355,Commercial,2,4395,14.22,8,18-12-2023,23.73,46.3,0.0,24.0,2,0,0,218.56,0.72,47.79 kWh,100.00 kWh,47.45 kWh,33.06 kWh
IN-KL-ELC-19574857,Villa,1,3727,11.78,10,14-02-2023,26.16,45.5,4.72,6.0,2,0,0,205.15,0.75,15.31 kWh,27.10 kWh,16.43 kWh,6.46 kWh
IN-KL-ELC-50640468,Commercial,1,4055,12.83,16,14-07-2023,24.37,93.9,7.92,8.0,2,0,0,220.96,0.7,23.18 kWh,35.28 kWh,17.96 kWh,12.23 kWh
IN-KL-ELC-40260456,Commercial,4,3567,11.72,3,13-05-2022,36.66,78.43,0.0,9.0,0,0,0,239.57,0.99,29.92 kWh,75.10 kWh,46.15 kWh,24.08 kWh
IN-KL-ELC-56949187,Villa,5,2982,11.92,19,07-04-2023,28.55,75.95,0.0,1.0,4,0,1,240.12,0.72,47.38 kWh,200.00 kWh,127.27 kWh,60.51 kWh
IN-KL-ELC-22261692,Independent House,8,2428,7.17,18,03-08-2022,30.05,75.78,4.16,25.0,1,1,0,228.0,0.77,37.87 kWh,57.97 kWh,36.08 kWh,16.18 kWh
IN-KL-ELC-21638055,Independent House,6,1924,6.86,18,26-09-2022,25.28,87.56,0.0,7.0,1,0,0,228.58,0.79,44.41 kWh,97.88 kWh,52.14 kWh,28.36 kWh
IN-KL-ELC-56100452,Commercial,3,1643,6.01,17,24-01-2022,28.5,65.97,0.0,20.0,1,1,0,217.76,0.8,14.34 kWh,62.66 kWh,37.99 kWh,15.18 kWh
IN-KL-ELC-69448631,Independent House,7,2283,6.71,7,20-06-2022,24.56,92.28,3.54,2.0,0,0,0,222.66,0.88,22.24 kWh,33.20 kWh,17.84 kWh,8.91 kWh
IN-KL-ELC-28137915,Commercial,5,1019,1.95,6,22-03-2023,31.45,60.85,0.0,13.0,1,0,1,227.88,0.73,42.96 kWh,27.15 kWh,14.10 kWh,9.37 kWh
IN-KL-ELC-56069040,Villa,7,2585,7.84,17,05-07-2023,30.58,92.91,5.09,18.0,3,0,1,227.6,0.91,-14.72 kWh,26.27 kWh,14.16 kWh,7.95 kWh
IN-KL-ELC-34924917,Villa,7,4085,13.5,17,22-10-2023,25.7,45.52,0.72,8.0,0,0,0,235.36,0.88,44.94 kWh,62.82 kWh,37.43 kWh,15.80 kWh
IN-KL-ELC-52808979,Commercial,8,718,14.29,15,02-07-2022,30.09,88.37,0.0,2.0,4,0,0,238.49,0.69,42.23 kWh,,110.69 kWh,52.74 kWh
IN-KL-ELC-85641772,Commercial,1,3531,10.46,15,20-09-2022,24.95,76.17,3.83,9.0,0,0,0,236.51,0.77,51.45 kWh,69.01 kWh,40.04 kWh,24.60 kWh
IN-KL-ELC-96289281,Independent House,2,1330,4.08,19,29-01-2023,29.77,69.5,0.0,1.0,3,0,1,238.05,0.82,-29.95 kWh,27.84 kWh,15.96 kWh,8.07 kWh
IN-KL-ELC-29636467,Villa,1,4214,12.8,5,18-05-2022,29.04,71.99,0.0,6.0,1,1,1,226.96,0.86,34.54 kWh,180.14 kWh,98.54 kWh,66.35 kWh
IN-KL-ELC-53489286,Independent House,2,3359,10.3,12,10-05-2023,37.59,58.63,0.0,2.0,2,0,0,227.04,0.74,12.82 kWh,36.08 kWh,20.45 kWh,8.43 kWh
IN-KL-ELC-71343136,Commercial,6,4303,11.46,8,06-08-2022,30.01,84.82,0.0,12.0,1,1,0,226.11,0.81,31.80 kWh,163.18 kWh,106.29 kWh,48.34 kWh
IN-KL-ELC-26133385,Villa,5,4079,13.18,16,08-01-2022,29.72,62.81,4.76,9.0,0,0,1,228.71,0.81,-38.28 kWh,1.23 kWh,0.67 kWh,0.38 kWh
IN-KL-ELC-75671148,Apartment,2,4404,12.66,15,11-07-2022,30.36,77.66,0.0,11.0,2,0,0,233.04,0.85,48.30 kWh,100.00 kWh,57.20 kWh,29.21 kWh
IN-KL-ELC-36258670,Commercial,3,532,3.59,17,26-12-2023,24.04,65.54,0.0,6.0,0,0,1,235.8,0.89,46.52 kWh,51.71 kWh,29.93 kWh,17.64 kWh
IN-KL-ELC-17644180,Commercial,8,3433,12.07,6,03-12-2022,25.02,45.39,0.0,22.0,0,0,0,227.41,0.92,58.88 kWh,96.04 kWh,53.30 kWh,28.92 kWh
IN-KL-ELC-82562815,Commercial,6,2211,10.49,4,04-04-2023,36.43,66.89,0.0,18.0,0,0,0,233.21,0.81,55.67 kWh,159.81 kWh,89.87 kWh,55.29 kWh
IN-KL-ELC-84673848,Apartment,1,923,3.96,1,01-12-2022,25.36,51.04,0.0,19.0,3,0,1,237.16,0.78,-23.64 kWh,36.25 kWh,21.27 kWh,9.99 kWh
IN-KL-ELC-65580211,Villa,5,3605,12.54,2,01-07-2022,25.68,93.84,4.7,21.0,3,0,1,226.62,0.83,-17.86 kWh,46.20 kWh,29.97 kWh,12.18 kWh
IN-KL-ELC-79916795,Independent House,5,4249,11.34,19,13-01-2023,23.08,68.7,3.8,18.0,0,0,0,227.65,0.93,16.84 kWh,21.07 kWh,12.24 kWh,6.35 kWh
IN-KL-ELC-53674198,Apartment,7,3920,13.89,16,08-12-2023,28.88,56.88,0.0,4.0,3,0,1,221.73,0.84,-6.46 kWh,34.77 kWh,22.90 kWh,9.65 kWh
IN-KL-ELC-00571650,Commercial,7,4937,13.02,8,27-10-2022,26.76,54.53,0.0,21.0,0,0,0,228.85,0.93,57.17 kWh,102.81 kWh,55.96 kWh,31.56 kWh
IN-KL-ELC-90053374,Villa,5,3761,10.5,4,28-12-2022,30.18,68.84,2.03,1.0,0,0,0,231.53,0.82,32.22 kWh,47.13 kWh,25.23 kWh,15.49 kWh
IN-KL-ELC-07690243,Independent House,1,3801,11.09,2,31-08-2022,24.33,79.08,0.86,24.0,3,0,1,223.71,0.83,,54.04 kWh,34.33 kWh,13.89 kWh
IN-KL-ELC-39638583,Independent House,5,3203,11.58,7,13-11-2023,27.05,49.83,0.0,13.0,1,1,1,228.45,0.75,25.28 kWh,85.15 kWh,49.82 kWh,27.79 kWh
IN-KL-ELC-62527341,Commercial,1,2186,7.09,8,07-09-2023,23.76,79.9,0.0,16.0,0,0,1,232.84,0.95,27.42 kWh,62.81 kWh,36.77 kWh,19.96 kWh
IN-KL-ELC-10130799,Commercial,5,4031,9.47,15,10-09-2022,26.97,75.47,0.0,3.0,1,1,0,230.13,0.79,39.27 kWh,94.31 kWh,54.11 kWh,28.17 kWh
IN-KL-ELC-84380672,Commercial,6,3538,11.04,1,28-08-2023,31.8,81.17,0.0,17.0,0,0,0,228.17,0.96,7.28 kWh,13.91 kWh,7.65 kWh,4.85 kWh
IN-KL-ELC-28230263,Commercial,7,2828,8.88,9,02-12-2023,25.53,57.65,0.0,19.0,1,1,0,221.58,0.75,7.18 kWh,99.66 kWh,60.57 kWh,29.91 kWh
IN-KL-ELC-37702271,Apartment,6,4775,9.98,4,20-11-2023,27.8,53.07,1.33,9.0,4,0,0,223.59,0.66,32.38 kWh,105.51 kWh,59.99 kWh,32.56 kWh
